Time(sec) Thrust(N) Mass(kg) Altitude(m) Velocity(m/s) Acceleration(m/s^2) AtmosphericDensity(kg/m^3) Pressure(Pa) Temperature(K) CD(-) Fdrag(N) g(m/s^2) DynamicPressure(Pa) MachNumber(-) OrbitalAccelerationBalance(m/s^2) dMass(kg) Altitude(km)
134.3 7.605e+06 195117 190791 2843.57 29.7389 5.63904e-06 0.455844 281.968 0.089406 -65.9852 9.23737 22.7983 8.4481 -7.98025 249.3 190.791 
134.4 7.605e+06 194868 191076 2846.54 29.7896 5.63246e-06 0.455694 282.204 0.0893492 -66.0043 9.23657 22.8193 8.45339 -7.97692 249.3 191.076 
134.5 7.605e+06 194618 191360 2849.52 29.8404 5.62589e-06 0.455544 282.441 0.0892924 -66.0233 9.23577 22.8404 8.45869 -7.97359 249.3 191.36 
134.6 7.605e+06 194369 191645 2852.5 29.8913 5.61932e-06 0.455393 282.677 0.0892356 -66.0424 9.23497 22.8616 8.464 -7.97026 249.3 191.645 
134.7 7.605e+06 194120 191931 2855.49 29.9424 5.61275e-06 0.455243 282.915 0.0891788 -66.0614 9.23416 22.8827 8.46932 -7.96691 249.3 191.931 
134.8 7.605e+06 193870 192217 2858.49 29.9936 5.60619e-06 0.455092 283.152 0.0891219 -66.0805 9.23336 22.904 8.47465 -7.96356 249.3 192.217 
134.9 7.605e+06 193621 192503 2861.49 30.0449 5.59964e-06 0.454942 283.389 0.089065 -66.0997 9.23256 22.9252 8.47998 -7.9602 249.3 192.503 
135 7.605e+06 193372 192789 2864.49 30.0963 5.59309e-06 0.454791 283.627 0.0890081 -66.1188 9.23175 22.9465 8.48533 -7.95683 249.3 192.789 
135.1 7.605e+06 193122 193075 2867.5 30.1479 5.58654e-06 0.45464 283.865 0.0889512 -66.1379 9.23095 22.9678 8.49068 -7.95345 249.3 193.075 
135.2 7.605e+06 192873 193362 2870.52 30.1996 5.58e-06 0.454488 284.103 0.0888943 -66.1571 9.23014 22.9892 8.49605 -7.95007 249.3 193.362 
135.3 7.605e+06 192624 193650 2873.54 30.2514 5.57347e-06 0.454337 284.342 0.0888373 -66.1763 9.22933 23.0106 8.50142 -7.94668 249.3 193.65 
135.4 7.605e+06 192375 193937 2876.56 30.3034 5.56694e-06 0.454185 284.58 0.0887803 -66.1955 9.22853 23.0321 8.5068 -7.94328 249.3 193.937 
135.5 7.605e+06 192125 194225 2879.59 30.3555 5.56041e-06 0.454034 284.819 0.0887233 -66.2148 9.22772 23.0536 8.51219 -7.93987 249.3 194.225 
135.6 7.605e+06 191876 194513 2882.63 30.4077 5.55389e-06 0.453882 285.058 0.0886663 -66.234 9.22691 23.0751 8.51759 -7.93646 249.3 194.513 
135.7 7.605e+06 191627 194801 2885.67 30.4601 5.54737e-06 0.45373 285.298 0.0886093 -66.2533 9.2261 23.0967 8.52299 -7.93303 249.3 194.801 
135.8 7.605e+06 191377 195090 2888.71 30.5126 5.54086e-06 0.453578 285.537 0.0885522 -66.2726 9.22529 23.1183 8.52841 -7.9296 249.3 195.09 
135.9 7.605e+06 191128 195379 2891.76 30.5653 5.53435e-06 0.453426 285.777 0.0884951 -66.2919 9.22448 23.14 8.53384 -7.92616 249.3 195.379 
136 7.605e+06 190879 195668 2894.82 30.618 5.52785e-06 0.453273 286.017 0.088438 -66.3112 9.22367 23.1617 8.53927 -7.92272 249.3 195.668 
136.1 7.605e+06 190629 195958 2897.88 30.671 5.52135e-06 0.453121 286.257 0.0883809 -66.3306 9.22285 23.1834 8.54471 -7.91926 249.3 195.958 
136.2 7.605e+06 190380 196248 2900.95 30.724 5.51486e-06 0.452968 286.498 0.0883238 -66.35 9.22204 23.2052 8.55017 -7.9158 249.3 196.248 
136.3 7.605e+06 190131 196538 2904.02 30.7772 5.50837e-06 0.452815 286.739 0.0882666 -66.3694 9.22123 23.227 8.55563 -7.91233 249.3 196.538 
136.4 7.605e+06 189882 196829 2907.1 30.8305 5.50188e-06 0.452662 286.98 0.0882094 -66.3888 9.22041 23.2488 8.5611 -7.90885 249.3 196.829 
136.5 7.605e+06 189632 197120 2910.18 30.884 5.4954e-06 0.452509 287.221 0.0881522 -66.4082 9.2196 23.2707 8.56658 -7.90536 249.3 197.12 
136.6 7.605e+06 189383 197411 2913.27 30.9376 5.48893e-06 0.452356 287.462 0.088095 -66.4277 9.21878 23.2927 8.57207 -7.90187 249.3 197.411 
136.7 7.605e+06 189134 197702 2916.37 30.9914 5.48246e-06 0.452202 287.704 0.0880377 -66.4471 9.21796 23.3147 8.57757 -7.89837 249.3 197.702 
136.8 7.605e+06 188884 197994 2919.46 31.0452 5.47599e-06 0.452049 287.946 0.0879805 -66.4666 9.21714 23.3367 8.58307 -7.89486 249.3 197.994 
136.9 7.605e+06 188635 198286 2922.57 31.0993 5.46953e-06 0.451895 288.188 0.0879232 -66.4862 9.21633 23.3587 8.58859 -7.89134 249.3 198.286 
137 7.605e+06 188386 198579 2925.68 31.1534 5.46307e-06 0.451741 288.43 0.0878659 -66.5057 9.21551 23.3808 8.59412 -7.88781 249.3 198.579 
137.1 7.605e+06 188136 198871 2928.79 31.2078 5.45662e-06 0.451587 288.673 0.0878085 -66.5252 9.21469 23.403 8.59965 -7.88427 249.3 198.871 
137.2 7.605e+06 187887 199164 2931.91 31.2622 5.45017e-06 0.451433 288.916 0.0877512 -66.5448 9.21386 23.4252 8.6052 -7.88073 249.3 199.164 
137.3 7.605e+06 187638 199458 2935.04 31.3168 5.44373e-06 0.451279 289.159 0.0876938 -66.5644 9.21304 23.4474 8.61075 -7.87718 249.3 199.458 
137.4 7.605e+06 187389 199751 2938.17 31.3716 5.43729e-06 0.451124 289.402 0.0876364 -66.584 9.21222 23.4697 8.61631 -7.87362 249.3 199.751 
137.5 7.605e+06 187139 200045 2941.31 31.4264 5.43085e-06 0.45097 289.646 0.087579 -66.6037 9.2114 23.492 8.62188 -7.87005 249.3 200.045 
137.6 7.605e+06 186890 200340 2944.45 31.4815 5.42442e-06 0.450815 289.89 0.0875216 -66.6233 9.21057 23.5143 8.62747 -7.86647 249.3 200.34 
137.7 7.605e+06 186641 200634 2947.6 31.5367 5.418e-06 0.45066 290.134 0.0874641 -66.643 9.20975 23.5367 8.63306 -7.86289 249.3 200.634 
137.8 7.605e+06 186391 200929 2950.75 31.592 5.41158e-06 0.450505 290.378 0.0874066 -66.6627 9.20892 23.5592 8.63866 -7.85929 249.3 200.929 
137.9 7.605e+06 186142 201224 2953.91 31.6474 5.40516e-06 0.45035 290.622 0.0873491 -66.6824 9.2081 23.5816 8.64427 -7.85569 249.3 201.224 
138 7.605e+06 185893 201520 2957.08 31.7031 5.39875e-06 0.450194 290.867 0.0872916 -66.7022 9.20727 23.6042 8.64989 -7.85208 249.3 201.52 
138.1 7.605e+06 185643 201816 2960.25 31.7588 5.39234e-06 0.450039 291.112 0.0872341 -66.7219 9.20644 23.6267 8.65552 -7.84846 249.3 201.816 
138.2 7.605e+06 185394 202112 2963.42 31.8147 5.38594e-06 0.449883 291.357 0.0871765 -66.7417 9.20561 23.6493 8.66116 -7.84483 249.3 202.112 
138.3 7.605e+06 185145 202409 2966.61 31.8708 5.37954e-06 0.449727 291.603 0.087119 -66.7615 9.20478 23.672 8.6668 -7.8412 249.3 202.409 
138.4 7.605e+06 184896 202705 2969.79 31.927 5.37315e-06 0.449571 291.849 0.0870614 -66.7813 9.20395 23.6947 8.67246 -7.83755 249.3 202.705 
138.5 7.605e+06 184646 203003 2972.99 31.9834 5.36676e-06 0.449415 292.095 0.0870037 -66.8012 9.20312 23.7174 8.67813 -7.8339 249.3 203.003 
138.6 7.605e+06 184397 203300 2976.18 32.0399 5.36037e-06 0.449259 292.341 0.0869461 -66.821 9.20229 23.7402 8.6838 -7.83024 249.3 203.3 
138.7 7.605e+06 184148 203598 2979.39 32.0966 5.35399e-06 0.449102 292.587 0.0868884 -66.8409 9.20146 23.763 8.68949 -7.82657 249.3 203.598 
138.8 7.605e+06 183898 203896 2982.6 32.1534 5.34761e-06 0.448946 292.834 0.0868307 -66.8608 9.20062 23.7859 8.69519 -7.82289 249.3 203.896 
138.9 7.605e+06 183649 204194 2985.81 32.2104 5.34124e-06 0.448789 293.081 0.086773 -66.8807 9.19979 23.8088 8.70089 -7.8192 249.3 204.194 
139 7.605e+06 183400 204493 2989.03 32.2675 5.33488e-06 0.448632 293.328 0.0867153 -66.9007 9.19895 23.8318 8.70661 -7.8155 249.3 204.493 
139.1 7.605e+06 183150 204792 2992.26 32.3248 5.32851e-06 0.448475 293.576 0.0866576 -66.9206 9.19812 23.8548 8.71233 -7.81179 249.3 204.792 
139.2 7.605e+06 182901 205091 2995.49 32.3822 5.32216e-06 0.448318 293.823 0.0865998 -66.9406 9.19728 23.8778 8.71807 -7.80808 249.3 205.091 
139.3 7.605e+06 182652 205391 2998.73 32.4398 5.3158e-06 0.44816 294.071 0.086542 -66.9606 9.19644 23.9009 8.72381 -7.80436 249.3 205.391 
139.4 7.605e+06 182403 205691 3001.98 32.4975 5.30945e-06 0.448003 294.319 0.0864842 -66.9807 9.19561 23.924 8.72957 -7.80062 249.3 205.691 
139.5 7.605e+06 182153 205992 3005.23 32.5554 5.30311e-06 0.447845 294.568 0.0864264 -67.0007 9.19477 23.9472 8.73533 -7.79688 249.3 205.992 
139.6 7.605e+06 181904 206292 3008.48 32.6135 5.29677e-06 0.447687 294.816 0.0863685 -67.0208 9.19393 23.9704 8.74111 -7.79313 249.3 206.292 
139.7 7.605e+06 181655 206593 3011.74 32.6717 5.29043e-06 0.447529 295.065 0.0863107 -67.0409 9.19309 23.9937 8.74689 -7.78937 249.3 206.593 
139.8 7.605e+06 181405 206895 3015.01 32.7301 5.2841e-06 0.447371 295.314 0.0862528 -67.061 9.19224 24.017 8.75269 -7.7856 249.3 206.895 
139.9 7.605e+06 181156 207196 3018.28 32.7886 5.27777e-06 0.447212 295.564 0.0861949 -67.0811 9.1914 24.0403 8.75849 -7.78183 249.3 207.196 
140 7.605e+06 180907 207498 3021.56 32.8473 5.27145e-06 0.447054 295.814 0.0861369 -67.1013 9.19056 24.0637 8.7643 -7.77804 249.3 207.498 
140.1 7.605e+06 180657 207801 3024.85 32.9062 5.26513e-06 0.446895 296.063 0.086079 -67.1214 9.18972 24.0872 8.77013 -7.77424 249.3 207.801 
140.2 7.605e+06 180408 208103 3028.14 32.9652 5.25882e-06 0.446737 296.314 0.086021 -67.1416 9.18887 24.1106 8.77596 -7.77044 249.3 208.103 
140.3 7.605e+06 180159 208406 3031.43 33.0244 5.25251e-06 0.446578 296.564 0.085963 -67.1618 9.18803 24.1342 8.78181 -7.76662 249.3 208.406 
140.4 7.605e+06 179910 208710 3034.74 33.0837 5.2462e-06 0.446418 296.815 0.085905 -67.1821 9.18718 24.1578 8.78766 -7.7628 249.3 208.71 
140.5 7.605e+06 179660 209013 3038.04 33.1432 5.2399e-06 0.446259 297.065 0.0858469 -67.2023 9.18633 24.1814 8.79352 -7.75897 249.3 209.013 
140.6 7.605e+06 179411 209317 3041.36 33.2029 5.2336e-06 0.4461 297.317 0.0857889 -67.2226 9.18548 24.205 8.7994 -7.75513 249.3 209.317 
140.7 7.605e+06 179162 209621 3044.68 33.2627 5.22731e-06 0.44594 297.568 0.0857308 -67.2429 9.18464 24.2288 8.80528 -7.75128 249.3 209.621 
140.8 7.605e+06 178912 209926 3048 33.3227 5.22102e-06 0.44578 297.82 0.0856727 -67.2632 9.18379 24.2525 8.81118 -7.74742 249.3 209.926 
140.9 7.605e+06 178663 210231 3051.34 33.3829 5.21474e-06 0.44562 298.072 0.0856146 -67.2836 9.18294 24.2763 8.81708 -7.74355 249.3 210.231 
141 7.605e+06 178414 210536 3054.68 33.4432 5.20846e-06 0.44546 298.324 0.0855564 -67.3039 9.18209 24.3002 8.823 -7.73967 249.3 210.536 
141.1 7.605e+06 178164 210842 3058.02 33.5037 5.20218e-06 0.4453 298.576 0.0854983 -67.3243 9.18123 24.3241 8.82892 -7.73578 249.3 210.842 
141.2 7.605e+06 177915 211148 3061.37 33.5643 5.19591e-06 0.44514 298.829 0.0854401 -67.3447 9.18038 24.348 8.83486 -7.73188 249.3 211.148 
141.3 7.605e+06 177666 211454 3064.73 33.6252 5.18965e-06 0.444979 299.082 0.0853819 -67.3652 9.17953 24.372 8.84081 -7.72797 249.3 211.454 
141.4 7.605e+06 177417 211761 3068.09 33.6862 5.18339e-06 0.444818 299.335 0.0853236 -67.3856 9.17867 24.396 8.84676 -7.72405 249.3 211.761 
141.5 7.605e+06 177167 212068 3071.46 33.7473 5.17713e-06 0.444658 299.588 0.0852654 -67.4061 9.17782 24.4201 8.85273 -7.72013 249.3 212.068 
141.6 7.605e+06 176918 212375 3074.83 33.8087 5.17087e-06 0.444497 299.842 0.0852071 -67.4266 9.17696 24.4443 8.85871 -7.71619 249.3 212.375 
141.7 7.605e+06 176669 212683 3078.21 33.8702 5.16463e-06 0.444335 300.096 0.0851488 -67.4471 9.17611 24.4684 8.86469 -7.71225 249.3 212.683 
141.8 7.605e+06 176419 212991 3081.6 33.9319 5.15838e-06 0.444174 300.35 0.0850905 -67.4676 9.17525 24.4927 8.87069 -7.70829 249.3 212.991 
141.9 7.605e+06 176170 213299 3084.99 33.9938 5.15214e-06 0.444012 300.604 0.0850322 -67.4882 9.17439 24.5169 8.8767 -7.70432 249.3 213.299 
142 7.605e+06 175921 213608 3088.39 34.0558 5.1459e-06 0.443851 300.859 0.0849738 -67.5088 9.17353 24.5413 8.88272 -7.70035 249.3 213.608 
142.1 7.605e+06 175671 213917 3091.8 34.118 5.13967e-06 0.443689 301.114 0.0849154 -67.5294 9.17267 24.5656 8.88875 -7.69636 249.3 213.917 
142.2 7.605e+06 175422 214226 3095.21 34.1804 5.13344e-06 0.443527 301.369 0.084857 -67.55 9.17181 24.59 8.89479 -7.69237 249.3 214.226 
142.3 7.605e+06 175173 214536 3098.63 34.2429 5.12722e-06 0.443365 301.625 0.0847986 -67.5707 9.17095 24.6145 8.90084 -7.68836 249.3 214.536 
142.4 7.605e+06 174924 214846 3102.05 34.3057 5.121e-06 0.443202 301.881 0.0847401 -67.5913 9.17009 24.639 8.9069 -7.68435 249.3 214.846 
142.5 7.605e+06 174674 215156 3105.48 34.3686 5.11479e-06 0.44304 302.136 0.0846817 -67.612 9.16922 24.6636 8.91297 -7.68033 249.3 215.156 
142.6 7.605e+06 174425 215467 3108.92 34.4317 5.10858e-06 0.442877 302.393 0.0846232 -67.6327 9.16836 24.6882 8.91906 -7.67629 249.3 215.467 
142.7 7.605e+06 174176 215778 3112.36 34.4949 5.10237e-06 0.442714 302.649 0.0845647 -67.6535 9.16749 24.7128 8.92515 -7.67225 249.3 215.778 
142.8 7.605e+06 173926 216089 3115.81 34.5584 5.09617e-06 0.442551 302.906 0.0845061 -67.6742 9.16663 24.7375 8.93125 -7.66819 249.3 216.089 
142.9 7.605e+06 173677 216401 3119.27 34.622 5.08997e-06 0.442388 303.163 0.0844476 -67.695 9.16576 24.7623 8.93737 -7.66413 249.3 216.401 
143 7.605e+06 173428 216713 3122.73 34.6858 5.08378e-06 0.442225 303.42 0.084389 -67.7158 9.16489 24.7871 8.94349 -7.66005 249.3 216.713 
143.1 7.605e+06 173178 217026 3126.2 34.7498 5.07759e-06 0.442061 303.678 0.0843304 -67.7366 9.16402 24.8119 8.94963 -7.65597 249.3 217.026 
143.2 7.605e+06 172929 217339 3129.67 34.814 5.0714e-06 0.441898 303.936 0.0842718 -67.7575 9.16316 24.8368 8.95578 -7.65187 249.3 217.339 
143.3 7.605e+06 172680 217652 3133.16 34.8784 5.06522e-06 0.441734 304.194 0.0842132 -67.7783 9.16229 24.8618 8.96194 -7.64777 249.3 217.652 
143.4 7.605e+06 172431 217965 3136.64 34.9429 5.05904e-06 0.44157 304.452 0.0841545 -67.7992 9.16141 24.8868 8.96811 -7.64365 249.3 217.965 
143.5 7.605e+06 172181 218279 3140.14 35.0076 5.05287e-06 0.441406 304.711 0.0840958 -67.8201 9.16054 24.9118 8.97429 -7.63953 249.3 218.279 
143.6 7.605e+06 171932 218593 3143.64 35.0726 5.0467e-06 0.441241 304.97 0.0840371 -67.8411 9.15967 24.9369 8.98048 -7.63539 249.3 218.593 
143.7 7.605e+06 171683 218908 3147.15 35.1377 5.04054e-06 0.441077 305.229 0.0839784 -67.862 9.1588 24.9621 8.98668 -7.63124 249.3 218.908 
143.8 7.605e+06 171433 219223 3150.66 35.203 5.03438e-06 0.440912 305.488 0.0839196 -67.883 9.15792 24.9873 8.99289 -7.62709 249.3 219.223 
143.9 7.605e+06 171184 219538 3154.18 35.2684 5.02822e-06 0.440747 305.748 0.0838609 -67.904 9.15705 25.0125 8.99912 -7.62292 249.3 219.538 
144 7.605e+06 170935 219853 3157.71 35.3341 5.02207e-06 0.440582 306.008 0.0838021 -67.925 9.15617 25.0378 9.00535 -7.61874 249.3 219.853 
144.1 7.605e+06 170685 220169 3161.24 35.4 5.01592e-06 0.440417 306.268 0.0837433 -67.9461 9.15529 25.0632 9.0116 -7.61455 249.3 220.169 
144.2 7.605e+06 170436 220486 3164.78 35.466 5.00978e-06 0.440252 306.528 0.0836844 -67.9671 9.15442 25.0886 9.01786 -7.61036 249.3 220.486 
144.3 7.605e+06 170187 220802 3168.33 35.5322 5.00364e-06 0.440086 306.789 0.0836256 -67.9882 9.15354 25.114 9.02413 -7.60615 249.3 220.802 
144.4 7.605e+06 169938 221119 3171.88 35.5987 4.99751e-06 0.439921 307.05 0.0835667 -68.0093 9.15266 25.1395 9.03041 -7.60193 249.3 221.119 
144.5 7.605e+06 169688 221437 3175.44 35.6653 4.99137e-06 0.439755 307.311 0.0835078 -68.0305 9.15178 25.1651 9.0367 -7.59769 249.3 221.437 
144.6 7.605e+06 169439 221754 3179.01 35.7321 4.98525e-06 0.439589 307.573 0.0834489 -68.0516 9.1509 25.1907 9.043 -7.59345 249.3 221.754 
144.7 7.605e+06 169190 222073 3182.58 35.7991 4.97912e-06 0.439422 307.834 0.0833899 -68.0728 9.15002 25.2163 9.04931 -7.5892 249.3 222.073 
144.8 7.605e+06 168940 222391 3186.16 35.8664 4.97301e-06 0.439256 308.097 0.083331 -68.094 9.14913 25.242 9.05564 -7.58494 249.3 222.391 
144.9 7.605e+06 168691 222710 3189.75 35.9338 4.96689e-06 0.43909 308.359 0.083272 -68.1152 9.14825 25.2678 9.06198 -7.58066 249.3 222.71 
145 7.605e+06 168442 223029 3193.34 36.0014 4.96078e-06 0.438923 308.621 0.083213 -68.1365 9.14736 25.2936 9.06832 -7.57638 249.3 223.029 
145.1 7.605e+06 168192 223348 3196.94 36.0692 4.95468e-06 0.438756 308.884 0.0831539 -68.1578 9.14648 25.3194 9.07468 -7.57208 249.3 223.348 
145.2 7.605e+06 167943 223668 3200.55 36.1372 4.94857e-06 0.438589 309.147 0.0830949 -68.1791 9.14559 25.3453 9.08106 -7.56778 249.3 223.668 
145.3 7.605e+06 167694 223989 3204.16 36.2054 4.94247e-06 0.438422 309.411 0.0830358 -68.2004 9.14471 25.3713 9.08744 -7.56346 249.3 223.989 
145.4 7.605e+06 167445 224309 3207.78 36.2738 4.93638e-06 0.438254 309.675 0.0829767 -68.2217 9.14382 25.3973 9.09383 -7.55913 249.3 224.309 
145.5 7.605e+06 167195 224630 3211.41 36.3424 4.93029e-06 0.438087 309.938 0.0829176 -68.2431 9.14293 25.4234 9.10024 -7.55479 249.3 224.63 
145.6 7.605e+06 166946 224951 3215.04 36.4112 4.92421e-06 0.437919 310.203 0.0828584 -68.2645 9.14204 25.4495 9.10666 -7.55044 249.3 224.951 
145.7 7.605e+06 166697 225273 3218.68 36.4802 4.91812e-06 0.437751 310.467 0.0827993 -68.2859 9.14115 25.4757 9.11309 -7.54608 249.3 225.273 
145.8 7.605e+06 166447 225595 3222.33 36.5495 4.91205e-06 0.437583 310.732 0.0827401 -68.3073 9.14026 25.5019 9.11953 -7.54171 249.3 225.595 
145.9 7.605e+06 166198 225918 3225.99 36.6189 4.90597e-06 0.437415 310.997 0.0826808 -68.3288 9.13936 25.5282 9.12598 -7.53732 249.3 225.918 
146 7.605e+06 165949 226240 3229.65 36.6885 4.8999e-06 0.437246 311.262 0.0826216 -68.3503 9.13847 25.5545 9.13244 -7.53293 249.3 226.24 
146.1 7.605e+06 165699 226564 3233.32 36.7584 4.89384e-06 0.437078 311.528 0.0825624 -68.3718 9.13758 25.5809 9.13892 -7.52852 249.3 226.564 
146.2 7.605e+06 165450 226887 3236.99 36.8284 4.88778e-06 0.436909 311.794 0.0825031 -68.3933 9.13668 25.6074 9.14541 -7.5241 249.3 226.887 
146.3 7.605e+06 165201 227211 3240.68 36.8987 4.88172e-06 0.43674 312.06 0.0824438 -68.4148 9.13579 25.6339 9.15191 -7.51967 249.3 227.211 
146.4 7.605e+06 164952 227535 3244.37 36.9692 4.87567e-06 0.436571 312.326 0.0823844 -68.4364 9.13489 25.6604 9.15842 -7.51523 249.3 227.535 
146.5 7.605e+06 164702 227860 3248.06 37.0398 4.86962e-06 0.436401 312.593 0.0823251 -68.458 9.13399 25.687 9.16494 -7.51078 249.3 227.86 
146.6 7.605e+06 164453 228185 3251.77 37.1107 4.86357e-06 0.436232 312.86 0.0822657 -68.4796 9.13309 25.7137 9.17148 -7.50631 249.3 228.185 
146.7 7.605e+06 164204 228510 3255.48 37.1818 4.85753e-06 0.436062 313.127 0.0822063 -68.5013 9.13219 25.7404 9.17803 -7.50184 249.3 228.51 
146.8 7.605e+06 163954 228836 3259.2 37.2532 4.85149e-06 0.435892 313.395 0.0821469 -68.523 9.13129 25.7671 9.18459 -7.49735 249.3 228.836 
146.9 7.605e+06 163705 229162 3262.92 37.3247 4.84546e-06 0.435722 313.663 0.0820875 -68.5447 9.13039 25.794 9.19116 -7.49285 249.3 229.162 
147 7.605e+06 163456 229488 3266.65 37.3965 4.83943e-06 0.435552 313.931 0.082028 -68.5664 9.12949 25.8208 9.19774 -7.48834 249.3 229.488 
147.1 7.605e+06 163206 229815 3270.39 37.4684 4.83341e-06 0.435382 314.199 0.0819685 -68.5881 9.12859 25.8478 9.20434 -7.48381 249.3 229.815 
147.2 7.605e+06 162957 230143 3274.14 37.5406 4.82738e-06 0.435211 314.468 0.081909 -68.6099 9.12768 25.8748 9.21095 -7.47928 249.3 230.143 
147.3 7.605e+06 162708 230470 3277.89 37.613 4.82137e-06 0.435041 314.737 0.0818495 -68.6317 9.12678 25.9018 9.21757 -7.47473 249.3 230.47 
147.4 7.605e+06 162459 230798 3281.66 37.6857 4.81535e-06 0.43487 315.006 0.0817899 -68.6535 9.12587 25.9289 9.2242 -7.47018 249.3 230.798 
147.5 7.605e+06 162209 231126 3285.42 37.7585 4.80935e-06 0.434699 315.275 0.0817304 -68.6753 9.12496 25.9561 9.23084 -7.46561 249.3 231.126 
147.6 7.605e+06 161960 231455 3289.2 37.8316 4.80334e-06 0.434527 315.545 0.0816708 -68.6972 9.12406 25.9833 9.2375 -7.46102 249.3 231.455 
147.7 7.605e+06 161711 231784 3292.98 37.9049 4.79734e-06 0.434356 315.815 0.0816111 -68.7191 9.12315 26.0105 9.24417 -7.45643 249.3 231.784 
147.8 7.605e+06 161461 232114 3296.77 37.9784 4.79134e-06 0.434184 316.086 0.0815515 -68.741 9.12224 26.0379 9.25085 -7.45182 249.3 232.114 
147.9 7.605e+06 161212 232444 3300.57 38.0521 4.78535e-06 0.434012 316.356 0.0814918 -68.7629 9.12133 26.0652 9.25755 -7.4472 249.3 232.444 
148 7.605e+06 160963 232774 3304.38 38.1261 4.77936e-06 0.43384 316.627 0.0814321 -68.7849 9.12042 26.0927 9.26425 -7.44257 249.3 232.774 
148.1 7.605e+06 160713 233105 3308.19 38.2003 4.77337e-06 0.433668 316.898 0.0813724 -68.8069 9.1195 26.1202 9.27097 -7.43793 249.3 233.105 
148.2 7.605e+06 160464 233436 3312.01 38.2748 4.76739e-06 0.433496 317.17 0.0813127 -68.8289 9.11859 26.1477 9.2777 -7.43327 249.3 233.436 
148.3 7.605e+06 160215 233767 3315.84 38.3494 4.76141e-06 0.433323 317.442 0.0812529 -68.8509 9.11768 26.1753 9.28445 -7.42861 249.3 233.767 
148.4 7.605e+06 159966 234099 3319.67 38.4243 4.75544e-06 0.433151 317.714 0.0811931 -68.873 9.11676 26.203 9.29121 -7.42393 249.3 234.099 
148.5 7.605e+06 159716 234431 3323.51 38.4994 4.74947e-06 0.432978 317.986 0.0811333 -68.8951 9.11585 26.2307 9.29798 -7.41923 249.3 234.431 
148.6 7.605e+06 159467 234763 3327.36 38.5748 4.74351e-06 0.432805 318.259 0.0810735 -68.9172 9.11493 26.2585 9.30476 -7.41453 249.3 234.763 
148.7 7.605e+06 159218 235096 3331.22 38.6504 4.73754e-06 0.432631 318.532 0.0810136 -68.9393 9.11401 26.2863 9.31155 -7.40981 249.3 235.096 
148.8 7.605e+06 158968 235430 3335.09 38.7262 4.73159e-06 0.432458 318.805 0.0809537 -68.9614 9.11309 26.3142 9.31836 -7.40508 249.3 235.43 
148.9 7.605e+06 158719 235763 3338.96 38.8023 4.72563e-06 0.432284 319.078 0.0808938 -68.9836 9.11217 26.3422 9.32518 -7.40034 249.3 235.763 
149 7.605e+06 158470 236097 3342.84 38.8786 4.71968e-06 0.43211 319.352 0.0808339 -69.0058 9.11125 26.3702 9.33202 -7.39558 249.3 236.097 
149.1 7.605e+06 158220 236432 3346.73 38.9551 4.71374e-06 0.431936 319.626 0.080774 -69.0281 9.11033 26.3983 9.33886 -7.39082 249.3 236.432 
149.2 7.605e+06 157971 236767 3350.62 39.0319 4.70779e-06 0.431762 319.901 0.080714 -69.0503 9.10941 26.4264 9.34572 -7.38604 249.3 236.767 
149.3 7.605e+06 157722 237102 3354.53 39.1089 4.70185e-06 0.431588 320.175 0.080654 -69.0726 9.10849 26.4546 9.3526 -7.38124 249.3 237.102 
149.4 7.605e+06 157473 237438 3358.44 39.1861 4.69592e-06 0.431413 320.45 0.080594 -69.0949 9.10756 26.4829 9.35948 -7.37644 249.3 237.438 
149.5 7.605e+06 157223 237774 3362.36 39.2636 4.68999e-06 0.431238 320.726 0.0805339 -69.1173 9.10664 26.5112 9.36638 -7.37162 249.3 237.774 
149.6 7.605e+06 156974 238110 3366.28 39.3414 4.68406e-06 0.431064 321.001 0.0804739 -69.1396 9.10571 26.5396 9.37329 -7.36678 249.3 238.11 
149.7 7.605e+06 156725 238447 3370.22 39.4194 4.67814e-06 0.430888 321.277 0.0804138 -69.162 9.10478 26.568 9.38022 -7.36194 249.3 238.447 
149.8 7.605e+06 156475 238784 3374.16 39.4976 4.67222e-06 0.430713 321.553 0.0803536 -69.1844 9.10386 26.5965 9.38716 -7.35708 249.3 238.784 
149.9 7.605e+06 156226 239122 3378.11 39.5761 4.6663e-06 0.430538 321.83 0.0802935 -69.2068 9.10293 26.625 9.39411 -7.35221 249.3 239.122 
150 7.605e+06 155977 239460 3382.07 39.6548 4.66039e-06 0.430362 322.106 0.0802333 -69.2293 9.102 26.6536 9.40107 -7.34732 249.3 239.46 
150.1 7.605e+06 155727 239798 3386.03 39.7338 4.65449e-06 0.430186 322.383 0.0801731 -69.2518 9.10107 26.6823 9.40805 -7.34243 249.3 239.798 
150.2 7.605e+06 155478 240137 3390 39.8131 4.64858e-06 0.43001 322.661 0.0801129 -69.2743 9.10013 26.7111 9.41504 -7.33752 249.3 240.137 
150.3 7.605e+06 155229 240476 3393.99 39.8925 4.64268e-06 0.429834 322.938 0.0800527 -69.2968 9.0992 26.7398 9.42205 -7.33259 249.3 240.476 
150.4 7.605e+06 154980 240816 3397.97 39.9723 4.63679e-06 0.429657 323.216 0.0799924 -69.3194 9.09827 26.7687 9.42906 -7.32765 249.3 240.816 
